Security Id,Security Name,Industry
JINDWORLD,JINDAL WORLDWIDE LTD.,Textiles
SOMANYCERA,SOMANY CERAMICS LTD.,Furniture-Furnishing-Paints
JHACC,JHAVERI CREDITS & CAPITAL LTD.,Other Financial Services
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Realty
DRL,Disha Resources Ltd,Misc.Commercial Services
CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,Investment Companies
AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,Misc.Commercial Services
ASHUTPM,ASHUTOSH PAPER MILLS LTD.,Paper & Paper Products
SANJIVIN,SANJIVANI PARANTERAL LTD.,Pharmaceuticals
VASINFRA,VAS INFRASTRUCTURE LTD.,Realty
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,Realty
BERYLSE,BERYL SECURITIES LTD.,Finance (including NBFCs)
RAP,RAP MEDIA LTD.,Finance (including NBFCs)
DEVINE,DEVINE IMPEX LTD.,Comm.Trading  & Distribution
BAMPSL,BAMPSL SECURITIES LTD.,Finance (including NBFCs)
GENPHARMA,Genpharmasec Ltd,Specialty Chemicals
INCON,INCON ENGINEERS LTD.,Industrial Machinery
CGCL,Capri Global Capital Limited,Finance (including NBFCs)
FDC,FDC LTD.,Pharmaceuticals
GOGIACAP,Gogia Capital Services Limited,Other Financial Services
GORANIN,GORANI INDUSTRIES LTD.,Houseware
KGPETRO,KG PETROCHEM LTD.,Textiles
STARCOM,Starcom Information Technology Ltd,IT Consulting & Software
CENTERAC,CENTERAC TECHNOLOGIES LTD.,Internet Software & Services
COUNCODOS,COUNTRY CONDO'S LTD.,Realty
OROSMITHS,OROSIL SMITHS INDIA LTD.-$,Other Apparels & Accessories
TEJASSVI,Tejassvi Aaharam Ltd,Textiles
LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Pharmaceuticals
SILVOAK,SILVER OAK (INDIA) LTD.,Breweries & Distilleries
PRAVEG,Praveg Communications (India) Ltd,Advertising & Media
SURAJLTD,SURAJ LTD.-$,Iron & Steel Products
SICL,Suvidha Infraestate Corporation Limited,Realty
MARICO,MARICO LTD.,Personal Products
TOKYOFIN,TOKYO FINANCE LTD.,Finance (including NBFCs)
MAHAVIRIND,Mahavir Industries Limited,Copper
NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,Iron & Steel/Interm.Products
THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Finance (including NBFCs)
TRIJAL,TRIJAL INDUSTRIES LTD.,Finance (including NBFCs)
HITTCO,HITTCO TOOLS LTD.,Industrial Machinery
RRMETAL,RR MetalMakers India Ltd,Comm.Trading  & Distribution
VISIONCO,VISION CORPORATION LTD.,Movies & Entertainment
INANISEC,INANI SECURITIES LTD.,Other Financial Services
ANKIN,ANKA INDIA LTD.,Footwear
VAGHANI,VAGHANI TECHNO-BUILD LTD.,Packaged Foods
ARISINT,ARIS INTERNATIONAL LTD.,IT Consulting & Software
MAYUR,MAYUR LEATHER PRODUCTS LTD.,Other Apparels & Accessories
AMARDEE,AMRADEEP INDUSTRIES LTD.,Plastic Products
PRITHVIEXCH,Prithvi Exchange (India) Ltd,Other Financial Services
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,Hotels
RAINBOWF,RAINBOW FOUNDATIONS LTD.,Realty
TRICOMFRU,Tricom Fruit Products Limited,Other Food Products
VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Specialty Chemicals
BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Agrochemicals
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,Pharmaceuticals
MENNPIS,MENON PISTONS LTD.,Auto Parts & Equipment
PRISMFN,PRISM FINANCE LTD.,Finance (including NBFCs)
GREENCREST,Greencrest Financial Services Limited,Misc.Commercial Services
GENNEX,GENNEX LABORATORIES LTD.,Pharmaceuticals
HIRAUTO,HIRA AUTOMOBILES LTD.,Comm.Trading  & Distribution
GINISILK,GINI SILK MILLS LTD.-$,Comm.Trading  & Distribution
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,Realty
GKCONS,G.K.CONSULTANTS LTD.,Finance (including NBFCs)
APOLLOPIPES,Apollo Pipes Ltd,Plastic Products
UNJHAFOR,UNJHA FORMULATIONS LTD.,Pharmaceuticals
POLYMED,POLY MEDICURE LTD.,Medical Equipment
KACHCHH,KACHCHH MINERALS LTD.,Mining
KACL,Kaiser Corporation Limited,Comm.Trading  & Distribution
KCLINFRA,KCL Infra Projects Ltd,Construction & Engineering
ATULAUTO,ATUL AUTO LTD.-$,2/3 Wheelers
SCANPRO,SCAN PROJECTS LTD.,Cement & Cement Products
PRERINFRA,PRERNA INFRABUILD LTD.,Realty
METALCO,METAL COATINGS (INDIA) LTD.,Iron & Steel Products
SGNTE,SGN TELECOMS LTD.,Other Elect.Equip./ Prod.
GANGAPA,GANGA PAPERS INDIA LTD.,Paper & Paper Products
TIRSARJ,TIRUPATI SARJAN LTD.,Realty
NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,Comm.Trading  & Distribution
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Other Financial Services
RODIUM,Rodium Realty Limited,Realty
NAGTECH,NAGARJUNA AGRI TECH LTD.,Other Agricultural Products
NATHUEC,NATURA HUE CHEM LTD.,Other Agricultural Products
INDUSFINL,Indus Finance Ltd,Finance (including NBFCs)
LAHOTIOV,LAHOTI OVERSEAS LTD.-$,Comm.Trading  & Distribution
TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Other Financial Services
ASTAR,ASIAN STAR CO.LTD.-$,Other Apparels & Accessories
ORIRAIL,Oriental Rail Infrastructure Ltd,Other Industrial Products
JOINDRE,JOINDRE CAPITAL SERVICES LTD.,Other Financial Services
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,Fertilizers
UNITINT,UNITECH INTERNATIONAL LTD.,Specialty Chemicals
SACHEMT,SACHETA METALS LTD.,Aluminium
ANJANIFIN,ANJANI FINANCE LTD.,Finance (including NBFCs)
PIONDIST,PIONEER DISTILLERIES LTD.,Breweries & Distilleries
GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$,Comm.Trading  & Distribution
SVAINDIA,SVA INDIA LTD.,Comm.Trading  & Distribution
RAHME,RAHUL MERCHANDISING LTD.,Other Apparels & Accessories
REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.,Industrial Machinery
KHANDSE,KHANDWALA SECURITIES LTD.,Other Financial Services
SAWABUSI,SAWACA BUSINESS MACHINES LTD.,Misc.Commercial Services
CCLINTER,CCL INTERNATIONAL LTD.,Roads & Highways
GALLOPENT,GALLOPS ENTERPRISE LTD.,Realty
CROISSANCE,Croissance Ltd,Realty
MADHUVEER,Madhuveer Com 18 Network Ltd,Movies & Entertainment
GALAGEX,GALAXY AGRICO EXPORTS LTD.,Industrial Machinery
GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,Iron & Steel Products
TWINSTAR,Twinstar Industries Limited,IT Software Products
HINDAPL,HINDUSTAN APPLIANCES LTD.,Comm.Trading  & Distribution
AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Petrochemicals
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,Sugar
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,Packaged Foods
GOLCA,GOLDEN CARPETS LTD.,Furniture-Furnishing-Paints
INNOCORP,INNOCORP LTD.,Plastic Products
SARTHAKIND,SARTHAK INDUSTRIES LTD.,Other Industrial Products
SAICAPI,SAI CAPITAL LTD.,Misc.Commercial Services
CHADPAP,CHADHA PAPERS LTD.,Paper & Paper Products
VERTEX,VERTEX SECURITIES LTD.,Other Financial Services
RIBATEX,RIBA TEXTILES LTD.,Textiles
SHREMETAL,SHREE METALLOYS LTD.,Finance (including NBFCs)
IITLPROJ,IITL PROJECTS LIMITED,Realty
HARIGOV,HARI GOVIND INTERNATIONAL LTD.,Textiles
CHLOGIST,CHARTERED LOGISTICS LTD.,Surface Transportation
AMBIKCO,AMBIKA COTTON MILLS LTD.,Textiles
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Aluminium
SENINFO,Senthil Infotek Ltd,IT Consulting & Software
SPECFOOD,SPECTRUM FOODS LTD.,Other Food Products
DECPO,DECCAN POLYPACKS LTD.,Containers & Packaging
AMRAAGRI,AMRAWORLD AGRICO LTD.,Textiles
AUTOPINS,AUTO PINS (INDIA) LTD.,Auto Parts & Equipment
ODYCORP,ODYSSEY CORPORATION LTD.,Finance (including NBFCs)
INDCTST,INDUCTO STEEL LTD.,Iron & Steel/Interm.Products
SAMINDUS,SAM INDUSTRIES LTD.,Real Estate Investment
SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,Misc.Commercial Services
POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,Movies & Entertainment
GRAVITY,GRAVITY (INDIA) LTD.-$,Textiles
WELLESLEY,WELLESLEY CORPORATION LTD.,Realty
LCCINFOTEC,LCC INFOTECH LTD.,IT Software Products
FILATFASH,FILATEX FASHIONS LTD.,Textiles
RBGUPTA,R.B.GUPTA FINANCIALS LTD.,Other Financial Services
SINDHUTRAD,Sindhu Trade Links Limited,Misc.Commercial Services
JAINSTUDIO,JAIN STUDIOS LTD.,Broadcasting & Cable TV
UNISTRMU,UNISTAR MULTIMEDIA LTD.,Finance (including NBFCs)
ZENOTECH,ZENOTECH LABORATORIES LTD.,Pharmaceuticals
HINDBIO,HINDUSTAN BIO SCIENCES LTD.,IT Software Products
FRONTCORP,FRONTLINE CORPORATION LTD.,Surface Transportation
SWELECTES,Swelect Energy Systems Limited-$,Heavy Electrical Equipment
WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,Other Financial Services
KDDL,KDDL LTD.-$,Other Apparels & Accessories
ADIEXRE,ADINATH EXIM RESOURCES LTD.,Investment Companies
ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Finance (including NBFCs)
KILPEST,KILPEST INDIA LTD.,Agrochemicals
SUPRBPA,SUPERB PAPERS LTD.,Paper & Paper Products
MONIND,Monind Ltd,Iron & Steel/Interm.Products
SHKALYN,SHRI KALYAN HOLDINGS LTD.,Misc.Commercial Services
VANDANA,VANDANA KNITWEAR LTD.,Textiles
SAGARPROD,Sagar Productions Limited,Finance (including NBFCs)
INDOCITY,INDO-CITY INFOTECH LTD.-$,IT Software Products
SBECSUG,SBEC SUGAR LTD.,Sugar
MEGFI,MEGA FIN (INDIA) LTD.,Misc.Commercial Services
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,Finance (including NBFCs)
BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,Realty
RELIABVEN,RELIABLE VENTURES INDIA LTD.,Hotels
BANKBARODA,BANK OF BARODA,Banks
SMCREDT,SMC CREDITS LTD.,Finance (including NBFCs)
MOHITE,Mohite Industries Ltd,Textiles
ANDHRACEMT,ANDHRA CEMENTS LTD.,Cement & Cement Products
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Other Food Products
WELCORP,Welspun Corp Limited,Construction & Engineering
HOTLSILV,H.S.INDIA LTD.,Hotels
BANKINDIA,BANK OF INDIA,Banks
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Healthcare Facilities
JOHNPHARMA,Johnson Pharmacare Ltd,Misc.Commercial Services
GAIL,GAIL (INDIA) LTD.,Utilities:Non-Elec.
VAIBHAVGBL,Vaibhav Global Ltd,Other Apparels & Accessories
TRESCON,Trescon Ltd,Other Financial Services
GUJSTATFIN,Gujarat State Financial Corporation,Financial Institutions
JKPAPER,JK PAPER LTD.,Paper & Paper Products
SAREGAMA,SAREGAMA INDIA LTD.,Movies & Entertainment
MINOLTAF,MINOLTA FINANCE LTD.,Finance (including NBFCs)
ADROITINFO,Adroit Infotech Ltd,IT Consulting & Software
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,IT Software Products
ICICIBANK,ICICI BANK LTD.,Banks
CYIENT,Cyient Limited,IT Consulting & Software
ENGINERSIN,ENGINEERS INDIA LTD.,Consulting Services
DHANBANK,Dhanlaxmi Bank Limited,Banks
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Coal
GAYATRI,GAYATRI SUGARS LTD.,Sugar
INDUSINDBK,INDUSIND BANK LTD.,Banks
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Hotels
J&KBANK,JAMMU & KASHMIR BANK LTD.,Banks
CUB,CITY UNION BANK LTD.,Banks
ARCHIES,ARCHIES LTD.,Gift Articles-Toys & Cards 
AXISBANK,AXIS BANK LTD.,Banks
HBSTOCK,HB STOCKHOLDINGS LTD.,Finance (including NBFCs)
SIELFNS,SIEL FINANCIAL SERVICES LTD.,Other Financial Services
SOUTHBANK,SOUTH INDIAN BANK LTD.,Banks
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Electric Utilities
SONATSOFTW,SONATA SOFTWARE LTD.,IT Consulting & Software
BENGALT,BENGAL TEA & FABRICS LTD.,Textiles
NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Aluminium
INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Auto Parts & Equipment
NSIL,NALWA SONS INVESTMENTS LTD.,Finance (including NBFCs)
APARINDS,APAR INDUSTRIES LTD.,Other Elect.Equip./ Prod.
ACCELYA,Accelya Solutions India Ltd,IT Consulting & Software
ORCHASP,Orchasp Ltd,IT Software Products
HCLTECH,HCL TECHNOLOGIES LTD.,IT Consulting & Software
TCFCFINQ,TCFC FINANCE LTD.,Other Financial Services
GEOJITFSL,Geojit Financial Services Ltd,Other Financial Services
JINDALSTEL,JINDAL STEEL & POWER LTD.,Iron & Steel/Interm.Products
BLBLIMITED,BLB LTD.,Other Financial Services
GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Pharmaceuticals
WOCKPHARMA,WOCKHARDT LTD.,Pharmaceuticals
TATACOFFEE,TATA COFFEE LTD.,Tea & Coffee
KJMCCORP,KJMC Corporate Advisors (India) Ltd.,Other Financial Services
INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Pharmaceuticals
MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,IT Software Products
GEPIL,GE Power India Ltd,Heavy Electrical Equipment
SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Containers & Packaging
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Realty
VAARAD,Vaarad Ventures Ltd,Finance (including NBFCs)
CADILAHC,CADILA HEALTHCARE LTD.,Pharmaceuticals
SHIVACEM,SHIVA CEMENT LTD.,Cement & Cement Products
CINEVISTA,CINEVISTA LTD.,Movies & Entertainment
INTENTECH,INTENSE TECHNOLOGIES LTD.-$,IT Software Products
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,IT Software Products
AJANTPHARM,AJANTA PHARMA LTD.,Pharmaceuticals
HBPOR,HB PORTFOLIO LTD.,Other Financial Services
HBESD,HB ESTATE DEVELOPERS LTD.,Realty
AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,Comm.Trading  & Distribution
BARONINF,BARON INFOTECH LTD.,IT Software Products
COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,IT Training Services
OMNIAX,OMNI AXS SOFTWARE LTD.,IT Software Products
IZMO,IZMO Limited-$,IT Consulting & Software
TVSMOTOR,TVS MOTOR COMPANY LTD.,2/3 Wheelers
SOFTSOL,SOFTSOL INDIA LTD.,IT Software Products
GATI,GATI LTD.,Transportation - Logistics
SUBEX,SUBEX LTD.,IT Software Products
TCI,TRANSPORT CORPORATION OF INDIA LTD.,Surface Transportation
PADMALAYAT,PADMALAYA TELEFILMS LTD.,Movies & Entertainment
AKSHOPTFBR,AKSH OPTIFIBRE LTD.,Telecom Cables
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,Sugar
MUKTAARTS,MUKTA ARTS LTD.,Movies & Entertainment
NAGPI,NAGPUR POWER & INDUSTRIES LTD.,Iron & Steel/Interm.Products
DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,IT Consulting & Software
PNBGILTS,PNB GILTS LTD.,Finance (including NBFCs)
BCG,Brightcom Group Ltd,IT Software Products
RAMCOIND,RAMCO INDUSTRIES LTD.,Construction Materials
RAMCOSYS,RAMCO SYSTEMS LTD.,IT Consulting & Software
TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,Telecom Services
VIRINCHI,Virinchi Ltd,IT Software Products
WEPSOLN,WEP SOLUTIONS LTD.,Comm.Trading  & Distribution
STLTECH,STERLITE TECHNOLOGIES LTD.,Other Telecom Services
TIPSINDLTD,TIPS INDUSTRIES LTD.,Movies & Entertainment
MRO-TEK,MRO-TEK Realty Ltd,IT Networking Equipment
UNIVARTS,UNIVERSAL ARTS LTD.,Movies & Entertainment
FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.,IT Software Products
BABA,BABA ARTS LTD.-$,Movies & Entertainment
BALAJITELE,BALAJI TELEFILMS LTD.,Broadcasting & Cable TV
TYCHE,TYCHE INDUSTRIES LTD.,Pharmaceuticals
CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,IT Software Products
PNC,PRITISH NANDY COMMUNICATIONS LTD.,Movies & Entertainment
IOB,INDIAN OVERSEAS BANK,Banks
TAJGVK,TAJGVK HOTELS & RESORTS LTD.,Hotels
CREATIVEYE,CREATIVE EYE LTD.,Movies & Entertainment
AXISCADES,Axiscades Technologies Ltd,BPO/KPO
KONNDOR,Konndor Industries Ltd,Paper & Paper Products
UMESLTD,Usha Martin Education & Solutions Limited,Education
BSOFT,Birlasoft Ltd,IT Consulting & Software
USGTECH,USG TECH SOLUTIONS LTD.,IT Software Products
4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,IT Software Products
7TEC,SAVEN TECHNOLOGIES LTD.,IT Software Products
AVANTEL,AVANTEL LTD.,Telecom Equipment
MOSCHIP,Moschip Technologies Ltd,IT Software Products
MEGASOFT,MEGASOFT LTD.,IT Software Products
TRANSCOR,TRANSCORP INTERNATIONAL LTD.,Other Financial Services
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Computer Hardware
NEXTMEDIA,NEXT MEDIAWORKS LTD.,Broadcasting & Cable TV
SMARTLINK,Smartlink Holdings Ltd,IT Networking Equipment
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Personal Products
GENUSPRIME,Genus Prime Infra Ltd,Commodity Chemicals
BFUTILITIE,BF UTILITIES LTD.-$,Electric Utilities
UNITDSPR,UNITED SPIRITS LTD.,Breweries & Distilleries
SANINFRA,Sanmit Infra Limited,Realty
OLECTRA,Olectra Greentech Ltd,Industrial Machinery
MPSLTD,MPS LTD.,Education
RAINBOWDQ,RAINBOW DENIM LTD.,Textiles
CERA,CERA SANITARYWARE LTD.,Furniture-Furnishing-Paints
BHARTIARTL,BHARTI AIRTEL LTD.,Telecom Services
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Copper
COMPUAGE,COMPUAGE INFOCOM LTD.,Storage Media & Peripherals
GULPOLY,GULSHAN POLYOLS LTD.,Commodity Chemicals
FAZE3AUTO,Faze Three Autofab Ltd-$,Textiles
PONNIERODE,PONNI SUGARS (ERODE) LTD.,Sugar
PNB,PUNJAB NATIONAL BANK,Banks
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,IT Consulting & Software
HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,Movies & Entertainment
KAMAHOLD,Kama Holdings Limited-$,Holding Companies
APTECHT,APTECH LTD.,IT Training Services
UNIONBANK,UNION BANK OF INDIA,Banks
UBL,UNITED BREWERIES LTD.-$,Breweries & Distilleries
ISMTLTD,ISMT LTD.,Iron & Steel/Interm.Products
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Roads & Highways
GRANULES,GRANULES INDIA LTD.-$,Pharmaceuticals
CANBK,CANARA BANK,Banks
BLIL,BALMER LAWRIE INVESTMENTS LTD.,Finance (including NBFCs)
POKARNA,POKARNA LTD.,Construction Materials
DIVISLAB,DIVI'S LABORATORIES LTD.,Pharmaceuticals
ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Defence
RADICO,RADICO KHAITAN LTD.,Breweries & Distilleries
SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Finance (including NBFCs)
MARUTI,MARUTI SUZUKI INDIA LTD.,Cars & Utility Vehicles
RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,Textiles
NAVINFLUOR,Navin Fluorine International Limited-$,Commodity Chemicals
UCOBANK,UCO BANK,Banks
BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Broadcasting & Cable TV
JSL,JINDAL STAINLESS LTD.,Iron & Steel/Interm.Products
SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Auto Parts & Equipment
TVSELECT,TVS ELECTRONICS LTD.,Storage Media & Peripherals
IGL,INDRAPRASTHA GAS LTD.,Oil Marketing & Distribution
TVTODAY,TV TODAY NETWORK LTD.,Broadcasting & Cable TV
PALRED,Palred Technologies Limited,IT Software Products
PETRONET,PETRONET LNG LTD.,Oil Marketing & Distribution
BIOCON,BIOCON LTD.,Biotechnology
PTC,PTC INDIA LTD.,Electric Utilities
MAHABANK,BANK OF MAHARASHTRA,Banks
RKFORGE,RAMKRISHNA FORGINGS LTD.,Other Industrial Products
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,IT Software Products
NDTV,NEW DELHI TELEVISION LTD.,Broadcasting & Cable TV
STAR,Strides Pharma Science Ltd,Pharmaceuticals
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Construction & Engineering
ULTRACEMCO,ULTRATECH CEMENT LTD.,Cement & Cement Products
MINDAIND,MINDA INDUSTRIES LTD.-$,Auto Parts & Equipment
TCS,TATA CONSULTANCY SERVICES LTD.,IT Consulting & Software
COFORGE,Coforge Ltd,IT Consulting & Software
GULFPETRO,GP Petroleums Limited,Oil Marketing & Distribution
CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Forest Products
WELENT,Welspun Enterprises Ltd,Construction & Engineering
NTPC,NTPC LTD.,Electric Utilities
SALSTEEL,S.A.L.STEEL LTD.,Iron & Steel/Interm.Products
JBMA,JBM AUTO LTD.,Auto Parts & Equipment
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Sugar
INDOCO,INDOCO REMEDIES LTD.,Pharmaceuticals
VIPCLOTHNG,VIP Clothing Ltd,Other Apparels & Accessories
XCHANGING,XCHANGING SOLUTIONS LTD.,BPO/KPO
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Airlines
MORARJEE,MORARJEE TEXTILES LTD.,Textiles
GDL,GATEWAY DISTRIPARKS LTD.,Transportation - Logistics
JINDALPHOT,JINDAL PHOTO LTD.,Photographic Products
PONDYOXIDE,PONDY OXIDES & CHEMICALS LTD.,Other Non-Ferrous Metals
JPPOWER,Jaiprakash Power Ventures Limited,Electric Utilities
3IINFOTECH,3I INFOTECH LTD.,IT Consulting & Software
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Construction & Engineering
GOKEX,GOKALDAS EXPORTS LTD.,Other Apparels & Accessories
ALLSEC,ALLSEC TECHNOLOGIES LTD.,BPO/KPO
IIFL,IIFL Finance Ltd,Other Financial Services
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Pharmaceuticals
SHOPERSTOP,SHOPPERS STOP LTD.,Department Stores
CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Publishing
NDL,Nandan Denim Limited,Textiles
JSWHL,JSW Holdings Limited,Holding Companies
JKCEMENT,J.K.CEMENT LTD.,Cement & Cement Products
YESBANK,YES BANK LTD.,Banks
NECLIFE,NECTAR LIFESCIENCES LTD.,Pharmaceuticals
MSPL,MSP STEEL & POWER LTD.,Iron & Steel Products
SPLIL,SPL INDUSTRIES LTD.,Other Apparels & Accessories
KTKBANK,KARNATAKA BANK LTD.,Banks
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Tea & Coffee
FACORALL,FACOR ALLOYS LTD.,Iron & Steel/Interm.Products
IDFC,IDFC LIMITED,Finance (including NBFCs)
VIVIMEDLAB,VIVIMED LABS LTD.,Pharmaceuticals
RML,RANE (MADRAS) LTD.,Auto Parts & Equipment
HTMEDIA,HT MEDIA LTD.,Publishing
SASKEN,Sasken Technologies Ltd,IT Consulting & Software
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,IT Consulting & Software
SUZLON,SUZLON ENERGY LTD.,Heavy Electrical Equipment
AURIONPRO,AURIONPRO SOLUTIONS LTD.,IT Software Products
RENUKA,SHREE RENUKA SUGARS LTD.,Sugar
KMSUGAR,K.M.SUGAR MILLS LTD.,Sugar
BASML,BANNARI AMMAN SPINNING MILLS LTD.,Textiles
PBAINFRA,PBA INFRASTRUCTURE LTD.,Construction & Engineering
BRFL,BOMBAY RAYON FASHIONS LTD.,Textiles
SORILINFRA,SORIL Infra Resources Ltd,Sp.Consumer Services
AIAENG,AIA ENGINEERING LTD.,Other Industrial Goods
EKC,EVEREST KANTO CYLINDER LTD.,Other Industrial Products
KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Transport Related Services
REPRO,REPRO INDIA LTD.,Comm.Printing/Stationery
PVR,PVR LTD.,Specialty Retail
RMCL,RADHA MADHAV CORPORATION LTD.,Containers & Packaging
PUNJLLOYD,PUNJ LLOYD LTD.,Construction & Engineering
BARTRONICS,BARTRONICS INDIA LTD.,IT Consulting & Software
CELEBRITY,CELEBRITY FASHIONS LTD.,Other Apparels & Accessories
EDUCOMP,EDUCOMP SOLUTIONS LTD.,Education
NITINSPIN,NITIN SPINNERS LTD.,Textiles
ROHLTD,ROYAL ORCHID HOTELS LTD.,Hotels
ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Broadcasting & Cable TV
CELLA,Cella Space Ltd,Paper & Paper Products
GSPL,GUJARAT STATE PETRONET LTD.,Utilities:Non-Elec.
JAGRAN,JAGRAN PRAKASHAN LTD.,Publishing
INOXLEISUR,INOX LEISURE LTD.,Specialty Retail
DYNPRO,DYNEMIC PRODUCTS LTD.,Specialty Chemicals
SADBHAV,SADBHAV ENGINEERING LTD.,Construction & Engineering
RCOM,RELIANCE COMMUNICATIONS LTD.,Telecom Services
SAKUMA,SAKUMA EXPORTS LTD.,Comm.Trading  & Distribution
KEC,KEC INTERNATIONAL LTD.,Heavy Electrical Equipment
GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Textiles
INDOTECH,INDO TECH TRANSFORMERS LTD.,Heavy Electrical Equipment
BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Realty
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Finance (including NBFCs)
VISASTEEL,VISA STEEL LTD.,Iron & Steel/Interm.Products
NITCO,NITCO LTD.,Furniture-Furnishing-Paints
MPDL,MPDL Ltd,Realty
SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Specialty Chemicals
GALLANTT,GALLANTT METAL LTD.,Iron & Steel/Interm.Products
MALUPAPER,MALU PAPER MILLS LTD.,Paper & Paper Products
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Sugar
SGL,STL GLOBAL LTD.,Textiles
ROHITFERRO,ROHIT FERRO-TECH LTD.,Iron & Steel/Interm.Products
KKCL,KEWAL KIRAN CLOTHING LTD.,Other Apparels & Accessories
SUNTV,SUN TV NETWORK LTD.,Broadcasting & Cable TV
GPIL,GODAWARI POWER & ISPAT LTD.,Iron & Steel/Interm.Products
RSYSTEMINT,R Systems International Limited,IT Consulting & Software
